BUSA90124, Implementation of Strategy
BIOM90021, Research Project (MDS)
ENEN90033, Solar Energy
VETS90129, Vet Bioscience: Locomotion
ABPL90207, Corporate Construction Management
DRAM30037, Theatre Skills 4
ECOM90014, Advanced Econometric Techniques 2
MUSI40092, Music Management and Enterprise
LAWS70105, Islamic Law and Politics in Asia
LAWS90259, Stateless Legal Clinic
ARCH30006, First Peoples Perspectives in Design
LAWS70081, Capital Gains Tax: Problems in Practice
ACTL40006, Actuarial Practice and Control I
MECM90003, Mobility, Culture and Communication
BISY90017, Quant. Decision Making & Optimisation
ITAL40002, Italian Honours Language Seminar 2
SWEN90006, Security & Software Testing
MUST10016, Music Theatre Studio 2
ANSC90006, Genetics and Animal Breeding
DRAM30031, Performance Skills 4
PHTY90106, Healthcare in Context 2
BUSA90510, Executive Management 6
AHIS40016, Aboriginal Art in the Northern Territory
FNCE90072, DRFS Research Report Part 2
AUDI90005, Cochlear Implants
AIND10005, Decolonising the Landscape MultiStudio 1
CHEM90052, Catalysis
ENGR90030, Non-Renewable Energy
ABPL90424, Introduction to High-Performance Design
DEVT90009, Development Theories
MUSI20177, Contextual Studies 3
PSYT90094, Special Topics in Psychiatry
ACTL90010, Actuarial Practice and Control I
MEDS90005, Student Conference 2
ECOM90026, Econometrics Research Report Part 1
CHEM90030, Chemistry Research Project Pt 2
DEVT90054, Development Studies Thesis Part 1
MUSI40068, Honours Composition 2
CRIM30001, Crime and Public Policy
GEND40003, Gender in Cross-Cultural Perspective
PUBL90021, Editing Masterclass
FLTV10015, Screenwriting Practices 1B
ECOM40005, Modelling the Australian Macroeconomy
SOCI90004, Critical Social Policy
COMP90057, Advanced Theoretical Computer Science
RADI90020, Diagnostic Radiology 4
BMSC40009, Critical Care Research Project Part 1
ERTH90048, Earth Sciences Research Project Pt4
MUSI30223, Contextual Studies 5
LANG10001, Language
LAWS70200, Employment Contract Law
AUDI90062, Advanced Solutions in Hearing Care
LAWS90147, Biodiversity Law
DENT90031, Research Design 1
DNCE90019, Research Project
ABPL90032, Building Services and Operations
RURA90009, Health Projects in Aboriginal Settings
ABPL90284, Master of Architecture Studio A
MUSI20224, Music and Gender
JOUR90023, International Business Journalism
VETS90126, Vet Bioscience: Respiratory System
LAWS90119, Law and Public Administration
ABPL40053, Research Methods in Design
PATH30004, Advanced Investigation of Human Disease
LAWS70091, Human Rights and Terrorism
LAWS90144, International Sustainable Finance
LAWS70140, Accounting for Commercial Lawyers
COMP90051, Statistical Machine Learning
PHIL30007, The Philosophy of Philosophy
VETS40022, Professional Veterinary Practice Part 1
SCRN40005, Melodrama, Ideology and the Cinema
LAWS90175, Human Rights: Global Policy and Practice
LAWS90201, Listed Company M&A in Practice
ABPL90381, Urban and Cultural Heritage Internship
MCEN90054, Design and Manufacturing Practice
BUSA90072, Global Business Economics
FLTV70023, Narrative Projects 1B
PHIL90021, Critical and Creative Thinking
PSYC40006, Ethics and Evidence-Based Practice
BINF90001, Statistics for Bioinformatics
FNCE90078, Algorithmic Trading
GEOG90030, Geography Minor Research Project Part 1
POPH90066, Women and Global Health
MEDI90095, Cancer Prevention and Control
ENGL40015, American Fiction: The 20th Century
AGRI90079, Minor Research Project Part 1
MCEN90015, Thermodynamics
MEDS90041, MD Discovery 3: Integration
JOUR90026, Journalism Project Part 2
HEBR30016, Hebrew 7
ENGM90016, Engineering Management Capstone
ABPL90271, Shaping the Landscape
LAWS50122, Animals and the Law
BCMB30011, Cellular Metabolism and Disease
LAWS50091, International Investment Law
MUSI20226, Jazz and Improvisation Global Atelier
MEDS90017, Educational Leadership in Surgery
ANTH30025, Extractive Legacies in Latin America
ITAL40015, Italian Thesis Part 1
NURS90057, Contemporary Nursing
ANSC90003, Animal Stress Physiology
FREN90002, French in a Global World
PADM90018, Crisis Management
MUST20015, Music Theatre Studio 4
ABPL90074, Landscape Detail Design
DRAM90012, Collaborative Dramaturgies Project
ACCT90041, Fundamentals in Accounting
SOCI40006, Sociology Thesis Part 1
MUSI90169, Opera Performance Practicum 2
PSYC90078, Clinical Placement 3
POPH90201, Community Engagement for Health Impact
ANSC90004, Monogastric Science
ARTS90051, Time
COMP90020, Distributed Algorithms
MCEN90050, Human Centred Mechanical Design
ERTH90062, Introduction to Archaeological Science
BIOL90001, Microscopy for Biological Sciences
HIST40041, History Research Workshop
MUST10015, Music Theatre Contextual Studies 2
FREN30023, Global French Studies
MCEN90056, Industry Digital Transformation
LAWS70450, Global Perspectives on Construction Law
SCRN40013, Censorship: Film, Art and Media
CWRI40010, Environmental Writing
CREA90015, Drama Therapy Methods 3
GEOG30023, Global Climate Change in Context
LAWS90080, Negotiation and Dispute Resolution
AHIS30019, Theory and Practice of Art History
ENEN90037, International River Basin Management
ARTS90009, Researching Texts
MUSI30214, Composition 6
ERTH40009, Earth Sciences Research Project Pt1
AGRI10048, Plant Production Systems
ACCT90026, Forensic Business Processes
ARTS90022, Power and Marginalisation in Research
ABPL30061, Landscape Studio: Designed Ecologies
BUSA90502, Analytics Lab
EVSC90020, Environmental Modelling
LING90039, Concepts in Applied Linguistics
GENP40002, Introduction to Primary Care Research
DRAM20033, Theatre Skills 1
ABPL90323, Construction Scheduling
ABPL90016, Asset Management
LAWS70264, International Human Rights Law
COMP90066, Computer Science Research Project Pt2
FNCE90042, Finance Theory - Corporate Finance
LAWS70060, Patent Practice
MULT30024, Entrepreneurship for Sustainability
FOOD90023, Food Microbiology
AUDI90060, Evidence-Based Practice
ENST90005, Environmental Policy
GEND40003, Gender in Cross-Cultural Perspective
SOCI90004, Critical Social Policy
PHTY90089, Neurological Physiotherapy
MUSI40068, Honours Composition 2
SOCI20019, Talking with People: Doing Interviews
VETS90052, Principles of Medicine & Surgery 1 PtA
MUSI30213, Composition 5
POLS90038, Human Rights
NURS90101, Mental Health Nursing Practice 1
MUSI40112, Introduction to Instrumental Teaching
PHYC30022, Theoretical Physics 3
MUST10014, Music Theatre Studio 1
BCMB40009, Biochemistry & Pharmacology Research 1
MUSI90171, Opera Performance Practicum 3
BUSA90501, Advanced Business Analytics
MEDI90104, Enhanced Recovery After Surgery
MCEN90015, Thermodynamics
MEDS90041, MD Discovery 3: Integration
JOUR90026, Journalism Project Part 2
AGRI10050, Agricultural Systems Biology
ENST40004, Ecosystem & Forest Science Research Pt1
BIOM90019, Research Project (MMS)
LAWS50093, Insolvency Law
MCEN90028, Robotics Systems
ISYS90043, Enterprise Applications & Architectures
MUSI30047, Music Analysis
FINA30028, Studio Studies 5
BUSA90540, Causal Analytics for Business
MUSI40064, The Research Process for Musicians
ABPL30070, Venice Studio
MEDI90107, Disaster Medicine Principles & Responses
DPSS30008, Production Practice 3 - Part A
PHYC90051, Physics Research Project Pt 3
ERTH90054, Earth Sciences Research Project Pt4 Cnt.
CHEM90054, Radical Chemistry
COMP90072, The Art of Scientific Computation
MEDS90003, Student Conference 1
PSYT90010, Research Methods in Psychiatry
ERTH90058, Earth Sciences Research Project Pt 5
PSYT90078, Core Psychiatry I
JOUR90003, Journalism Internship
ABPL90173, Advanced Planting Design
MUSI20056, Composition 4
LAWS50034, Criminal Law and Procedure
CHIN20030, Activism and Social Change in China
ABPL90389, Urban Design Studio C
LAWS70452, Human Rights and Climate Change
FNCE40009, Advanced Derivative Securities
LAWS90165, Regulating AI
PSYT90057, Mental Illness in Young People II
GEOG90033, Geography Minor Research Project Part 2
ASIA90014, Civil Society and Social Change in China
CHEM90056, Chemistry Research Project Pt 4 (Cont.)
PHTY90118, Physiotherapy Clinical Practice A
PSYT90068, Perinatal Psychiatry
LAWS90227, Human Rights and the Digital State
SCWK90055, Legal and Ethical Contexts of Practice
VETS90126, Vet Bioscience: Respiratory System
LAWS90147, Biodiversity Law
ANCW40012, The Roman Way of Life
DENT90032, Research Design 2
AUDI90062, Advanced Solutions in Hearing Care
MUSI90252, Research Process for Music Psychologists
DNCE90019, Research Project
ABPL90032, Building Services and Operations
RURA90009, Health Projects in Aboriginal Settings
LAWS90119, Law and Public Administration
DENT90031, Research Design 1
PAED40005, Paediatrics Research Project Part 2
PHIL30055, Build-Your-Own: Metaphysics
MCEN90036, Capstone Project A
ENEN90038, Engineering Hydrology
ENGR90028, Introduction to Energy Systems
AGRI90082, Major Research Project Part 2
ACTL40001, Actuarial Studies Research Essay
PUBL90001, Structural Editing
GEOG90032, Geography Minor Research Project Part 2
ERTH90036, Earth Sciences Research Project Pt1
VETS90054, Principles of Medicine & Surgery 2 PtA
ABPL90028, Project Management
GEOM90007, Information Visualisation
COMP90079, Computer Science Research Project Part 2
PADM90021, Public Policy Development
LAWS90191, Treaty: Indigenous-settler Agreements
ACTL40011, Actuarial Studies Projects Part 2
MAST90019, Random Processes
PSYC90076, Child Clinical Placement 2B
ABPL90208, Construction Measurement and Estimating
FINA30025, Studio Options
CVEN90066, Metocean Engineering
HPSC90010, Environment and Knowledge
MGMT90131, Internship
ABPL90056, Urban Transport Politics
INFO30009, Game Design
CREA90008, Creative Arts Therapies Practice 2
ECON90067, Special Topics in Economics 2
POLS90065, Cyberpolitics in International Relations
HLTH90014, Healthcare Research-Principles & Designs
AUDI90047, Audiology in Professional Contexts
VETS90078, Veterinary Research Project A
DPSS90006, Creative Collaboration (Stage)
COMP90043, Cryptography and Security
MGMT90164, Industry Project
MUSI90196, Orchestration
LAWS70362, Information Technology Contracting Law
DENT90144, Advanced Prosthodontics Part 1
PHYS30010, Advanced Human Physiology
ABPL90031, Corporate Real Estate Management
PHYC30024, Condensed Matter Physics 3
ABPL90281, Housing Markets, Policy and Planning
LAWS70424, Separation of Powers
LAWS50026, Obligations
CRIM90038, New Horizons in Criminology
VETS90039, CPR, Eye Emergencies & Practical ECC
CREA90012, Creative Arts Therapies in Health
BUSA90488, Business in Complex Environments
LING90028, Discourse and Interaction
FNCE90034, Applied Research Project
POPH90229, Health Economics 2
MUSI30032, Music Research
PSYC90082, Clinical Skills in Neuropsychology
DPSS20011, Production Studio 3
EVSC20008, Earth's Surface Processes
DENT90067, Child & Adolescent Oral Health 1
SOCI90026, Social Policy and Urban Problems
MUSI20160, Applied Aural Musicianship 3
NURS90136, Cancer Nursing Practice 2
MUSI20176, Ensemble Studies 3
DEVT90068, Contemporary Leadership
GDES30008, Interactive Media
LAWS70240, Corporate Insolvency and Reconstruction
FNCE40001, Advanced Corporate Finance
MUSI30225, Ensemble Studies 5
FLTV10016, Animation Studio 1A
CHEN90042, Thermal and Separation Design
SCIE90020, Research Project in Comp Biology Pt1
PSYC90079, Neuropsychology Placement 2A
ABPL90322, Human Environments Relations
PHYC90035, Physics Research Project Pt 2
LANG40004, Seminar in Languages 2
AGRI90012, Agribusiness 1
FLTV70041, Storytelling Workshop
COMP90060, Computer Science Research Project Pt1
MEDS90009, Curriculum Design in Surgical Education
MUSI40095, The Music of Spain
ELEN90051, Advanced Communication Systems
ACTL90006, Life Insurance Models I
ENGL40007, Romanticism and Modernity
LAWS90175, Human Rights: Global Policy and Practice
LAWS90201, Listed Company M&A in Practice
ABPL90381, Urban and Cultural Heritage Internship
MCEN90054, Design and Manufacturing Practice
BUSA90072, Global Business Economics
FLTV70023, Narrative Projects 1B
PHIL90021, Critical and Creative Thinking
PSYC40006, Ethics and Evidence-Based Practice
BINF90001, Statistics for Bioinformatics
FNCE90078, Algorithmic Trading
GEOG90030, Geography Minor Research Project Part 1
POPH90066, Women and Global Health
ABPL30068, Design Internship
ECON90003, Macroeconomics
ENGR90044, Environmental Fluid Flow and Application
PLAN90003, City Leadership
ABPL90309, Supply Chains in Construction
ABPL90120, Building Sustainability
POPH90068, Prevention and Control of STIs and HIV
LAWS70380, Australian Consumer Law
CHEM90049, Advanced Materials & Characterisation
MUSI90239, Lyric Diction for Opera
SCIE90005, Ethics and Responsibility in Science
PSYC90006, Basic Interventions
LAWS70303, International Criminal Law and Justice
MAST90106, Data Science Project Pt1
MUSI90171, Opera Performance Practicum 3
BUSA90501, Advanced Business Analytics
MEDI90104, Enhanced Recovery After Surgery
AGRI10050, Agricultural Systems Biology
LANG30001, Languages at Work
PAED90007, Professional Practice in Context
COMP90080, Computer Science Research Project Part 3
DNCE90018, Dance Science & Somatics
CRIM40005, Carcerality
PHTY90100, Neurological Clinical Practice
POPH90278, Epidemiology Research Project Part 1
MGMT90231, BioDesign Innovation
DEVT90081, Leading Development
PPMN90031, Public Policy Lobbying Strategies
DRAM20034, Theatre Practice 2
ACCT90012, Corporate Reporting
MUSI40076, Musics of the World
BMSC90032, Research Project A (Psych) Part 2
INFO90010, Technology Innovation Project
ELEN90094, Large Data Methods & Applications
LAWS90187, Economic Analysis of Law
MUSI20108, MCM Chinese Music Ensemble
INFO90007, Social Computing
CUMC90030, Conservation Actions 1
MEDS90043, MD Discovery 3: Research Scholar
DRAM90018, Creating a Project Vision
MAST90069, Introduction to String Theory
SWEN90009, Software Requirements Analysis
MGMT90251, Applied Analytics Capstone Part 2
LAWS70037, Royal Commissions and Public Inquiries
ENST90004, Climate Change Politics and Policy
LING40009, Seminars in Descriptive Linguistics
AHIS40022, Studying Contemporary Art Overseas
AUDI90050, Acoustics and Perception of Speech
LAWS90234, International Tax in the United States
BINF90008, Bioinformatics Research Project Pt 1
ENGR90049, Nuclear Safety, Security and Safeguards
ISYS90090, Cyber Security Management
JOUR90013, Investigative Journalism
MUSI20210, Saxophone Ensemble
POPH90170, Adolescent Health Project
FINA60008, Studio Materials and Methods A
ACTL40010, Actuarial Studies Projects Part 1
MUSI40084, Research Paper
MUSI20105, Shakuhachi 2
MUSI90191, The Research Process For Musicians (RHD)
OPTO90029, Preclinical Optometry Refresher
FLTV90050, Screen Making 2 (Filmmaking)
ASIA90018, Indonesia Rising?
LAWS90280, Work Law in Unionised Sectors
ORAL40002, Oral Health Research Project 4B
PHTY90108, Integrated Professional Practice
MECM30015, Media and Communications Project
FLTV90034, Production Collaboration 1
BMEN90035, Biosignal Processing
LAWS50114, New Ideas in Legal Scholarship
MEDI90094, Cancer Therapeutics
ENGR90046, Nuclear Engineering
GEOG90029, Research Methods in Geography
OTOL40003, Otolaryngology Research Project Part 2
DNCE30029, Dance Lab 6: Performance Skills
EURO40003, Seminars in Languages and Linguistics B
NURS90055, Nursing as Practice
MAST90029, Differential Topology
LING90012, Second Language Acquisition
MAST90109, Data Science Research Project Pt2
DENT90097, Paediatric Dentistry 2
DPSS10010, Production Studio 2
AHIS40006, Postcolonial Visual Art
DEVT90078, Contested Development and Culture
MUSI20220, Sound Studies 3
RADI90020, Diagnostic Radiology 4
NURS90102, Neonatal Intensive Care Practice
LAWS50034, Criminal Law and Procedure
PSYT90010, Research Methods in Psychiatry
ERTH90058, Earth Sciences Research Project Pt 5
ABPL90173, Advanced Planting Design
MUSI20056, Composition 4
JOUR90003, Journalism Internship
LAWS90254, Impact Investing: Driving Change
INDG40002, Reading Indigenous Australia
PHYC90051, Physics Research Project Pt 3
AGRI90084, Internship for Agricultural Sciences Pt2
ERTH90060, Spatial Data Analytics and Geoprocessing
COMP90072, The Art of Scientific Computation
MEDS90003, Student Conference 1
PHTY90118, Physiotherapy Clinical Practice A
PSYT90068, Perinatal Psychiatry
ABPL90389, Urban Design Studio C
LAWS70452, Human Rights and Climate Change
CHEM90056, Chemistry Research Project Pt 4 (Cont.)
LAWS90165, Regulating AI
PSYT90057, Mental Illness in Young People II
GEOG90033, Geography Minor Research Project Part 2
ASIA90014, Civil Society and Social Change in China
FNCE40009, Advanced Derivative Securities
MUSI20087, MCM Indonesian Gamelan Ensemble 1
BMSC90021, Laboratory Models of Human Disease
LAWS70184, Criminalising Speech in the Internet Age
HEBR30019, Hebrew 10
MAST90143, Differential Geometry
BUSA90536, Statistical Learning for Business
GEOL90048, Sedimentary Basins and Resource Analysis
PUBL90025, Grattan Street Press (Extended)
SOTH40001, Emotions in Society
LING30014, Australian Indigenous Languages
POPH90304, Sustainability and Healthcare
TRAN90011, Translation and Interpreting as Process
POPH90209, Comparative Health Systems
FRST30001, Forest Systems
COMP90087, The Ethics of Artificial Intelligence
AMGT90013, Finance and Budgeting
ARTS90001, Melancholy and the Sweetness of Sorrow
VETS90146, Veterinary Professional Practice 4
BMSC90026, Research Project B (MDS) Part 2
PHTY90109, Research and Evidence 3
REHB90007, Musculoskeletal Rehabilitation
FNCE90009, Research Report (Finance)
MUSI30285, Interpretation of Vocal Repertoire 2
AHIS10003, The World in Twenty Art Works
SOCI30001, Contemporary Sociological Theory
BINF90013, Bioinformatics Research Project Pt 1
MUSI10066, Guitar Ensemble 1
DPSS10010, Production Studio 2
DENT90097, Paediatric Dentistry 2
DEVT90068, Contemporary Leadership
FNCE90062, Capstone Studies in Finance
MUSI30225, Ensemble Studies 5
PSYC90082, Clinical Skills in Neuropsychology
NURS90102, Neonatal Intensive Care Practice
AHIS40006, Postcolonial Visual Art
DEVT90078, Contested Development and Culture
FLTV10016, Animation Studio 1A
FNCE40001, Advanced Corporate Finance
MUSI20220, Sound Studies 3
SOCI20019, Talking with People: Doing Interviews
LAWS70391, Human Rights at Work
PSYC90122, Professional Placement (Clinical) 2
COMP90083, Computational Modelling and Simulation
CWRI40017, Serial Storytelling
VETS90052, Principles of Medicine & Surgery 1 PtA
MUSI30213, Composition 5
MCEN90052, Advanced Materials
TRAN90020, Business and Legal Translation
COMP90061, Computer Science Research Project Pt1
POPH90271, Infectious Diseases Modelling
BUSA90492, Financial Analysis and Valuation
DENT90095, Orthodontics 3
FOOD90043, Food Innovation Research Project
ACUR90006, Exhibition Management
LAWS70006, International Tax: Principles, Structure
CUMC90032, Technical Examination and Documentation
ARTS90005, Arts PhD Intensive
LARC20001, Designing Living Systems
PHYC90030, Physics Research Project Pt 1
MEDS90029, Minor Thesis Part 1
CUMC90029, Sustainable Collections
MUSI90157, Pedagogue Recital
PHYS30009, Experimental Physiology
SCIE90006, Scientists,Communication & the Workplace
ECOM90010, Bayesian Econometrics
INDO40008, Indonesian Thesis Part 1
MAST90132, Lie Algebras
MUSI40079, The Ethnography of Music (Honours)
PSYC10006, Mind, Brain and Behaviour A
MUSI30181, Guitar Ensemble 1
PHIL90007, Literature Review
ACTL90007, Life Insurance Models 2
FLTV90029, Screen Craft
CRIM90017, Violence, Trauma and Reconciliation
POPH90247, Non Communicable Disease & Global Health
PSYC90033, Neuropsychological Rehabilitation
PHYS90008, Advanced Seminars in Biomedical Sciences
MUST30018, Production Studio 2
EVSC90025, Water Sensitive Urban Design
ELEN90092, Low-carbon Grids: Operation & Economics
PSYT90061, Psychopharmacology
BINF90009, Bioinformatics Research Project Pt 2
ARTS90041, Advanced Linguistics Analysis B
PHTY90093, Healthcare in Context 1
CCDP10003, Video Games: Remaking Reality
ABPL90089, Australian Architecture
LAWS70003, Minor Thesis (LLM) # P/T
GEOL90051, Basin Structure and Stratigraphy
LAWS50094, International Commercial Law & Disputes
ISYS90115, Information Systems Res Project Pt 3
CHEM40011, Chemistry Honours Research Project Pt1
FLTV90054, Screen Industry and Culture
MUSI30257, Figured Bass Realisation 1
DENT90108, Research Proposal
ABPL90176, Landscape Studio 2: Site and Design
NRMT90007, Communities and Ecosystem Management
AGRI30037, Soil Management
CHEM30015, Advanced Practical Chemistry
MAST90122, Inference for Spatio-Temporal Processes
LING90021, Bilingualism
MUSI40027, Paris! Berlioz to the Ballets Russes
SCIE90026, Biomolecular Structure Determination
AGRI20040, Enterprise Management
CWRI90009, Writing Fiction for Young People
FLTV90030, Screenwriting and the Creative Process
PSYC90062, Mental Health and Young People
WELF90008, Genetic Counselling Practice 2
ANTH10002, Anthropology & Food in Everyday Life
PHYC90038, Physics Research Project Pt 3
MEDI90119, Nursing and Junior Doctor Ultrasound
PPMN90037, Governance
CHEN90012, Design and Construction of Equipment
ABPL10007, Environmental Technologies
DEVT90072, Critical Development in Latin America
JOUR90010, Newsroom-Applied Professional Practice
FINA90009, Perspectives in Art & Cultural Theory 4
GDES30006, Word as Image in Space and Time
ECON90080, Macroeconomics
MEDS90014, Managing Underperforming Trainees
LAWS70362, Information Technology Contracting Law
DENT90144, Advanced Prosthodontics Part 1
PHYS30010, Advanced Human Physiology
ABPL90031, Corporate Real Estate Management
PHYC30024, Condensed Matter Physics 3
VETS90129, Vet Bioscience: Locomotion
ABPL90281, Housing Markets, Policy and Planning
LAWS70424, Separation of Powers
LAWS50026, Obligations
CREA90012, Creative Arts Therapies in Health
BUSA90488, Business in Complex Environments
PUBL90016, International Publishing Project
MUSI90223, Optimal Performance Under Pressure
BUSA90054, Corporate Strategy
ENST20004, Economics for Environmental Scientists
OPTO90020, Project in Vision Science
BUSA90545, Supply Chain Analytics
MEDS90013, Teaching Professionalism in Surgery
CUMC90038, Cross-Cultural Assessment and Treatment
NRMT90003, Social Research Methods
MEDI90112, Clinical Ultrasound – Core Concepts
MAST90057, Elements of Probability
ECOM40003, Macroeconometrics
LAWS90212, Law and Civil Society in Asia
MUSI40061, Recital
GERM90003, Graduate German A
GEOG90013, Geography Research Project
ISYS90050, IT Project and Change Management
POPH90131, Primary Health Care: applied principles
PSYC90105, Influence and Persuasion
LAWS70203, Transfer Pricing: Practice and Problems
ECOM40007, Econometrics of Markets and Competition
LAWS90209, Indigenous Legal Advocacy Clinic
LAWS70230, Commercial Law in Asia
BIOL30002, Experimental Animal Biology
FNCE90060, Financial Management
MEDI40014, Biomedicine Research Project Part 1
MUSI20008, Music Technology
BUSA90551, Prof Development & Application II
BUSA90059, Data Analytics for Decision Making
POPH90227, Public Health in Practice
CRIM90015, Terror, Law and War
ABPL90290, Fundamentals of Built Environment Law
MEDI90122, Regional Anaesthesia
BMSC90024, Research Project A (MDS) Part 2
MEDI90124, Transoesophageal Echocardiography  (TOE)
PHYC20017, Archaeoastronomy
PSYC90101, Advanced Social Psychology
DNCE30030, Professional Practice
ABPL30064, Humanitarian Design Internship
PHYC90040, Physics Research Project Pt 3
RADI90010, Radiology for Physiotherapists
CHEN90031, Sustainable Bioprocessing
MUSI30116, Historical Performance Practice
LAWS70031, Goods and Services Tax
ECOM90019, Advanced Studies in Econometrics 2
CHEN90011, Wastewater and Environmental Remediation
FNCE90090, Thesis Workshop 1
GEOL20003, Building Earth: Rocks, Minerals, Magmas
EURO20009, Wines of the World
SCRN40017, Screen & Cultural Studies Thesis Part 1
ELEN90052, Advanced Signal Processing
LAWS50041, Public International Law
ERTH40010, Earth Sciences Research Project Pt2
NUTR40002, Human Nutrition Research Project Part 2
EDUC90801, Clinical Education Modules
VETS90049, Advanced Clinical Skills 2 Part B
CHEM90037, Chemistry Research Project Pt 4
LAWS90052, Trade and Investment Law in China
CMCE10001, Sustainable Commerce
SPAN20025, Realities and Fictions of Argentina
LAWS70171, Human Rights, Women and Development
AGRI90094, Managing Innovation and Change
ABPL90385, Applied Heritage Conservation Techniques
EDUC90744, Assessing Clinical Learners
MEDI90128, Vascular Ultrasound
DENT90113, Foundations of Dental Practice
VETS90037, Abdominal & Urogenital Emergencies
PADM90024, Clinical Leadership During Crises
ARTS90045, Greco-Roman Governance and Public Policy
MUSI40075, Music Psychology
REHB90006, Rehabilitation for Women's Health
MUSI40016, Practical Study 1
EVSC90019, Graduate Seminar: Environmental Science
ABPL90437, Design Studio C
MAST90112, Advanced Topics in Stochastic Models
GEOG90040, Geography Research Project Part 2
ISLM30021, Islam and Gender
BUSA90245, Marketing
GEOL30007, Geobiology
JAPN90002, Graduate Japanese A
ENST40004, Ecosystem & Forest Science Research Pt1
BIOM90019, Research Project (MMS)
VETS90053, Principles of Medicine & Surgery 1 PtB
DENT90101, Periodontics 3
MUSI20090, Guitar Ensemble 2
MUSI40102, Thesis Part 2
MUSI20181, Interactive Composition 3
ABPL30069, Installations and Happenings
LAWS90116, Environmental Law and Policy
BUSA90551, Prof Development & Application II
MEDI90122, Regional Anaesthesia
MUSI20008, Music Technology
ABPL90367, Critical&Curatorial Practices in Design
BMSC90024, Research Project A (MDS) Part 2
MUSI30223, Contextual Studies 5
BIOL30002, Experimental Animal Biology
MUSI10004, Computing for Musicians
PSYT90023, Ethics of Psychiatry
ARTS90046, Quantitative Methods
NURS90104, Chronic Disease Management: Foundations
MUSI90254, Repertoire Perspectives 1
BIOL90033, BioSciences Research Project Pt 4(Cont.)
LAWS70387, Fundamentals of Patent Drafting
MUSI90199, Suzuki Practicum Part 1
SPAN90002, Spanish in a Global World
CREA90021, Dance Movement Therapy Methods 4
ACTL90017, Actuarial Science Research Report Part 2
RUSS40007, Russian Language & Culture 4B
DENT90103, Prosthodontics 2
REHB90008, Rehabilitation in Neurology
LAWS90213, Commercial Data Law
FOOD90043, Food Innovation Research Project
BUSA90492, Financial Analysis and Valuation
LARC20001, Designing Living Systems
PHYC90030, Physics Research Project Pt 1
BIOL90028, BioSciences Minor Research Project Part1
MEDS90029, Minor Thesis Part 1
CUMC90029, Sustainable Collections
POPH90093, Economic Evaluation 1
ARTS90005, Arts PhD Intensive
LAWS70323, Foundations of Tax Law
TRAN90026, Community Interpreting
ABPL90386, AA Visiting School Graduate
DRAM20031, Performance Skills 2
CRIM90040, Emotions, Community and Violence
ABPL90118, Applied Architectural Technology
CHEM90062, Chemistry Research Project Pt 5
ABPL90327, Procurement Methods
MUSI90144, The Teacher as Conductor
BUSA90560, MBA Capstone
GEND40005, Gender Studies Research Methods
BTCH90009, Genomics and Bioinformatics
ABPL30066, Architecture as Political History
ENGM90017, Innovation Practice
ACUR90001, Issues in Art Conservation
POPH90090, Health Program Evaluation 2
AGRI90077, Agribusiness 2
BUSA90246, Marketing
ERTH90042, Earth Sciences Research Project Pt2
SCIE90030, Research Project in Comp Biol Pt2(cont.)
HLTH90007, Domestic and Family Violence
CHEM90036, Chemistry Research Project Pt 4
LAWS90273, Labour Law, Climate Change and Trade
LAWS70436, Specialised Construction Procurement Law
COMP90069, Computer Science Research Project Pt3
MAST90068, Groups, Categories & Homological Algebra
BIOL30011, Applied Marine Biology
LAWS70139, International Construction Law
MUSI90198, Professional Research Project Part 2
MUSI20156, Practical Anatomy for Classical Voice 1
CHEN90039, Pharmaceutical & Biochemical Production
MAST90129, Infectious Disease Dynamics
CHIN90005, Graduate Chinese A
PHTY90116, Foundation Physiotherapy Sciences B
FINA20032, Critical and Theoretical Studies 4
PHTY90013, Paediatric Physiotherapy Theory
POPH90139, Bayesian Statistical Methods
AGRI90057, Climate Change:Agric.Impacts&Adaptation
VETS30017, Veterinary Bioscience: Metabolism
INDO40002, Honours Indonesian B
PHYC90024, Research Project
ABPL30065, Foregrounding: Design Studio & History
BIOL90013, BioSciences Research Project Part 3
PSYT90004, Psychiatry of Old Age
INDO90003, Graduate Indonesian B
LAWS90069, Competition Law in a Globalised World
SCWK90068, Implementation Science in Practice
ABPL90433, Building Information Management
ENEN90028, Monitoring Environmental Impacts
AUDI90038, Professional Issues and Practice
ELEN90089, Communication Design Clinic
MAST90013, Network Optimisation
MUSI90200, Suzuki Practicum Part 2
ANTH40011, Critical Anthropological Theory
MUSI10237, Music and Health
SCIE90019, Research Project in Comp Biology Pt1
NURS90150, Intensive Care Nursing Practice
LAWS70110, International Financial System
BMSC90016, Contemporary Cell and Gene Therapies
MECM90007, Media Convergence and Digital Culture
NURS90124, Mental Health & Recovery
ENGR90032, Energy Supply and Value Chains
ABPL90118, Applied Architectural Technology
CHEM90062, Chemistry Research Project Pt 5
BUSA90560, MBA Capstone
ACTL30008, Actuarial Analytics and Data I
FLTV20006, Screen Practice 2A
MUSI90003, Orchestral Conducting
MEDI90050, Doppler Echocardiography
FNCE90048, Project Finance
MEDI90085, Supportive Care and Palliative Care
ENGL40003, Medieval Passions
ARBC40007, Arabic Studies Thesis Part 1
MUSI20055, Composition 3
DENT90037, Advanced Clinical Practice 2
MECM90029, Media and Communications Thesis Part 1
ERTH90063, Seminar in Archaeological Science
ABPL90075, Urban and Landscape Heritage
